USER_ID,VARIANT_NAME, REVENUE 
3748,control,0.00
5142,variant,0.00
3510,control,0.00
945,control,0.00
9682,control,0.00
7573,variant,0.00
9140,control,0.00
9615,control,0.00
1621,variant,0.00
1073,control,0.00
9192,control,0.00
2987,variant,0.00
5653,variant,0.00
5655,control,0.00
6871,control,0.00
9732,control,0.00
5583,control,0.00
2145,variant,0.00
5570,control,0.00
8573,variant,0.00
3765,variant,0.00
3523,variant,0.00
9596,variant,0.00
6876,variant,0.00
6956,variant,0.00
2894,variant,0.00
3621,variant,0.00
1173,control,0.00
4723,control,0.00
9807,variant,0.00
8011,variant,0.00
7424,variant,0.00
5868,control,0.00
3682,variant,0.00
9207,variant,0.00
7611,variant,0.00
6050,control,0.00
8848,control,0.00
6584,variant,0.00
8620,control,0.00
9310,control,0.00
4344,variant,0.00
1201,variant,0.00
2298,variant,0.00
15,variant,0.00
3822,variant,0.00
1916,control,0.00
8748,control,0.00
2272,control,0.00
8684,control,0.00
4138,control,0.00
7430,control,0.00
841,control,0.00
5476,variant,0.00
3168,variant,0.00
7541,variant,0.00
6769,variant,0.00
4657,variant,0.00
3671,control,0.00
9418,variant,0.00
7089,control,0.00
7247,control,0.00
7514,control,0.00
8025,variant,0.00
9986,variant,0.00
9869,control,0.00
2477,variant,0.00
2691,control,0.00
7176,control,0.00
362,control,0.00
2098,variant,0.00
1157,variant,0.00
707,variant,0.00
5974,variant,0.00
6998,control,0.00
5577,control,0.00
3595,variant,0.00
3731,control,0.00
8254,control,0.00
8488,variant,0.00
6025,variant,0.00
4852,control,0.00
6214,control,0.00
8926,control,0.00
9704,variant,0.00
8199,control,0.00
2396,control,0.00
8336,control,0.00
909,control,0.00
2857,control,0.00
573,variant,0.00
7887,variant,0.00
1134,variant,0.00
5160,control,0.00
1159,control,0.00
5120,variant,0.00
491,variant,0.00
8052,control,0.00
5216,control,0.00
3544,control,0.00
6175,control,0.00
2238,control,0.00
944,variant,0.00
2045,control,0.00
4955,variant,0.00
9683,variant,0.00
7516,variant,0.00
1204,variant,0.00
3420,control,0.00
383,variant,0.00
1424,variant,0.00
2561,variant,0.00
1888,variant,0.00
1301,variant,0.00
6456,variant,0.00
2797,control,0.00
7544,control,0.00
7211,control,0.00
616,control,0.00
7662,variant,0.00
2250,control,0.00
1910,control,0.00
498,variant,0.00
930,control,0.00
2999,control,0.00
7959,variant,0.00
5845,variant,46023.00
8577,control,0.00
8532,control,0.00
6115,variant,0.00
961,variant,0.00
1134,variant,0.00
6373,variant,0.00
4438,variant,0.00
4254,control,0.00
3708,control,0.00
1063,control,0.00
2535,control,0.00
218,control,0.00
7347,control,0.00
5520,control,0.00
8157,control,0.00
95,control,0.00
6480,control,0.00
8513,variant,0.00
5599,control,0.00
1063,variant,0.00
5493,control,0.00
7964,control,0.00
1057,variant,0.00
6607,variant,0.00
7379,variant,0.00
4718,control,0.00
922,variant,0.00
3211,variant,0.00
3855,variant,0.00
4932,variant,0.00
3841,control,0.00
6368,variant,0.00
9199,control,0.00
5472,control,0.00
8602,control,0.00
7756,control,0.00
1904,control,0.00
5290,variant,0.00
6654,variant,0.00
7867,control,0.00
2786,control,0.00
6487,variant,0.00
4853,control,0.00
4281,control,0.00
1596,control,0.00
5124,control,0.00
4409,control,0.00
4369,variant,0.00
7008,variant,0.00
4972,control,0.00
8530,variant,0.00
8286,variant,0.00
367,variant,0.00
2231,variant,0.00
5652,control,0.00
4169,variant,0.00
3327,control,0.00
3276,variant,0.00
4289,control,0.00
947,control,0.00
8963,variant,0.00
1884,control,0.00
3429,variant,0.00
6844,control,0.00
4735,control,0.00
769,variant,0.00
6797,variant,0.00
3886,variant,0.00
1063,control,0.00
2464,variant,0.00
2914,control,0.00
5739,variant,0.00
1427,variant,0.00
8998,variant,0.00
4617,control,0.00
6252,control,0.00
1650,variant,0.00
1747,control,0.00
1494,variant,0.00
5083,variant,0.00
3821,variant,0.00
5886,variant,0.00
1351,control,0.00
5311,control,0.00
6523,variant,0.00
4762,control,0.00
3223,control,0.00
6365,control,23285.00
7572,control,0.00
3193,control,0.00
8147,control,0.00
6666,control,0.00
8753,variant,0.00
8384,control,0.00
5387,variant,0.00
1861,variant,0.00
8551,control,0.00
690,variant,0.00
3703,control,0.00
8930,control,0.00
8208,variant,0.00
5751,variant,0.00
8281,control,0.00
8421,control,0.00
7312,variant,0.00
4523,variant,0.00
8669,control,0.00
3866,variant,0.00
9294,control,0.00
8655,control,0.00
1196,variant,0.00
3370,control,0.00
3114,variant,0.00
7119,variant,0.00
4190,variant,0.00
7128,control,0.00
8674,control,0.00
9241,variant,0.00
9615,variant,0.00
4579,variant,0.00
3583,variant,0.00
7051,control,0.00
3930,control,0.00
6146,variant,0.00
9085,control,0.00
4716,variant,0.00
2398,variant,0.00
6874,variant,0.00
9496,variant,0.00
8579,variant,0.00
5974,control,0.00
3492,variant,0.00
2687,control,0.00
1840,control,0.00
9692,variant,0.00
4838,variant,0.00
5006,control,0.00
2388,control,0.00
1395,control,0.00
9234,control,0.00
7435,control,0.00
2582,control,0.00
3420,variant,0.00
7950,control,0.00
1535,variant,0.00
8921,control,0.00
9150,variant,0.00
1074,control,0.00
2362,control,0.00
1207,variant,0.00
6672,variant,0.00
9078,control,0.00
7018,variant,0.00
1077,variant,0.00
6759,control,0.00
7228,variant,0.00
8278,variant,0.00
284,variant,0.00
1480,control,0.00
3941,variant,0.00
1359,variant,0.00
9316,control,0.00
3072,control,0.00
7835,variant,0.00
5705,variant,0.00
3074,variant,0.00
8651,variant,0.00
4638,variant,0.00
88,variant,0.00
1972,variant,0.00
4553,variant,0.00
8116,control,0.00
3692,variant,0.00
6624,control,0.00
7843,variant,0.00
2875,control,0.00
7544,variant,0.00
5909,variant,0.00
7672,control,0.00
7841,control,0.00
6948,control,0.00
4005,variant,0.00
908,variant,0.00
2111,variant,0.00
4220,variant,0.00
9549,variant,0.00
9567,control,0.00
5827,control,0.00
7478,control,0.00
7236,control,0.00
2499,variant,0.00
4765,variant,0.00
9554,variant,0.00
3735,control,0.00
5259,control,0.00
1017,variant,0.00
5688,control,0.00
4146,control,0.00
7557,variant,0.00
6049,control,0.00
3337,variant,0.00
3547,control,0.00
9432,control,0.00
5693,control,0.00
969,control,0.00
5769,control,0.00
8978,control,0.00
9834,variant,0.00
2565,variant,0.00
6607,control,0.00
6135,control,0.00
9169,variant,0.00
7016,variant,0.00
6566,control,0.00
8553,variant,0.00
3920,variant,0.00
9188,variant,0.00
4445,control,45063.00
5855,variant,0.00
3809,variant,0.00
2910,variant,0.00
7494,control,0.00
6470,variant,0.00
9451,control,0.00
7669,variant,0.00
9752,variant,0.00
1473,variant,0.00
1366,variant,0.00
9179,variant,0.00
1860,control,0.00
9529,control,0.00
5436,control,0.00
1114,control,0.00
9261,variant,0.00
6153,control,0.00
7177,control,0.00
7849,control,0.00
5652,control,0.00
377,variant,0.00
2385,control,0.00
5653,variant,0.00
4651,control,0.00
5798,control,0.00
3719,control,0.00
8206,control,0.00
4288,variant,0.00
5460,variant,0.00
648,control,0.00
4284,control,0.00
1153,control,0.00
5805,variant,0.00
9561,variant,0.00
9979,control,0.00
9023,control,0.00
6450,variant,0.00
3123,variant,0.00
6097,control,0.00
3754,control,0.00
7059,variant,0.00
3916,control,0.00
8498,control,0.00
402,variant,0.00
2175,control,0.00
732,variant,0.00
1202,control,0.00
9613,variant,0.00
6927,control,0.00
9064,control,0.00
2744,variant,0.00
4757,variant,0.00
3836,variant,0.00
6456,control,0.00
9344,variant,0.00
4336,variant,0.00
391,variant,0.00
7754,variant,0.00
4921,control,0.00
5771,control,0.00
2305,variant,0.00
1597,variant,0.00
9231,variant,0.00
9577,control,0.00
5424,control,0.00
5056,control,0.00
9944,variant,0.00
1550,control,0.00
5892,control,0.00
968,control,0.00
5248,variant,0.00
5444,variant,0.00
1926,control,0.00
171,control,0.00
3176,variant,0.00
3990,control,0.00
7942,variant,0.00
8844,control,0.00
797,control,0.00
4457,control,0.00
1097,control,0.00
9948,control,0.00
9936,variant,0.00
5748,variant,0.00
2636,variant,0.00
3904,control,0.00
77,variant,0.00
3486,variant,0.00
5892,variant,0.00
2339,variant,0.00
8359,variant,0.00
7049,variant,0.00
6674,variant,0.00
5597,variant,0.00
8089,control,42767.00
5480,control,0.00
8180,control,0.00
9422,variant,0.00
6161,control,0.00
2336,variant,0.00
7516,control,0.00
1077,control,0.00
5505,variant,0.00
2387,control,0.00
4608,variant,0.00
4200,variant,0.00
4797,control,0.00
622,variant,0.00
9120,control,0.00
2091,control,0.00
826,control,0.00
9337,variant,0.00
8793,variant,0.00
80,control,0.00
8277,variant,0.00
5800,variant,0.00
1324,control,0.00
5910,variant,0.00
3348,control,0.00
299,control,0.00
2507,control,0.00
8591,control,0.00
3725,variant,0.00
6216,variant,0.00
334,control,0.00
6779,control,0.00
5067,variant,0.00
4580,variant,0.00
9807,variant,0.00
7227,variant,0.00
5704,control,0.00
2944,variant,0.00
7154,control,0.00
7228,control,0.00
1897,control,0.00
611,variant,0.00
5236,control,0.00
4942,control,0.00
3693,variant,0.00
667,control,0.00
6778,control,0.00
2967,control,0.00
3989,control,0.00
4606,variant,0.00
228,variant,0.00
7328,control,0.00
3499,control,0.00
2529,variant,0.00
3568,control,0.00
7691,control,0.00
634,control,0.00
8618,control,0.00
2448,control,0.00
8865,variant,0.00
3863,control,0.00
2289,variant,0.00
7574,variant,0.00
4752,control,0.00
4705,control,0.00
2124,variant,0.00
8527,variant,0.00
5075,variant,0.00
4664,variant,0.00
464,control,0.00
4741,control,0.00
4209,variant,0.00
8942,variant,0.00
7760,variant,0.00
1353,variant,0.00
703,control,0.00
2264,variant,0.00
7931,control,0.00
632,control,0.00
1007,control,0.00
7897,control,0.00
8330,control,0.00
4891,variant,0.00
5026,control,0.00
1035,control,0.00
714,control,0.00
7327,variant,0.00
2597,control,0.00
1146,control,0.00
4904,control,0.00
8853,variant,0.00
2752,control,0.00
9205,control,0.00
5744,control,0.00
1442,control,0.00
6459,control,0.00
9780,control,0.00
6165,variant,0.00
7622,variant,0.00
6050,variant,0.00
879,variant,0.00
5961,variant,0.00
5932,control,0.00
3156,variant,0.00
1930,variant,0.00
5276,control,0.00
5593,variant,0.00
8530,control,0.00
6967,control,0.00
4626,variant,0.00
984,control,0.00
3764,variant,0.00
9232,control,0.00
6357,control,0.00
8591,control,0.00
4132,variant,0.00
9893,variant,0.00
8399,control,0.00
3907,control,0.00
3818,variant,0.00
8640,variant,0.00
644,variant,0.00
7864,variant,0.00
7445,variant,0.00
4384,variant,0.00
5020,variant,0.00
3702,variant,0.00
2236,variant,0.00
9953,control,0.00
5749,control,0.00
8036,variant,0.00
1941,control,0.00
444,control,0.00
8956,variant,0.00
3714,variant,0.00
8406,control,0.00
4915,control,0.00
1497,control,0.00
456,control,0.00
616,control,0.00
3677,control,0.00
6649,control,0.00
6721,control,0.00
5798,variant,0.00
4159,variant,0.00
3325,variant,0.00
4286,control,0.00
6549,variant,0.00
1275,control,0.00
9233,control,0.00
3712,variant,0.00
9253,control,0.00
8587,control,0.00
4016,variant,0.00
2368,variant,0.00
2245,variant,0.00
7409,variant,0.00
7719,control,0.00
8736,control,0.00
2101,variant,0.00
4559,control,0.00
9943,control,0.00
831,control,0.00
9179,variant,0.00
9827,variant,0.00
1561,variant,0.00
4780,variant,0.00
6867,control,0.00
1437,variant,0.00
2250,variant,0.00
4849,variant,0.00
7930,control,45658.00
6573,variant,0.00
5137,variant,0.00
2902,control,0.00
921,variant,0.00
3680,variant,0.00
4317,variant,0.00
5343,control,0.00
5449,control,0.00
8718,variant,0.00
367,variant,0.00
6996,control,0.00
1790,control,0.00
1293,control,0.00
1613,control,0.00
357,control,0.00
9734,control,0.00
1066,control,0.00
9041,control,0.00
8757,variant,0.00
5789,variant,0.00
8142,variant,0.00
939,control,0.00
1441,control,0.00
3773,control,0.00
2796,control,0.00
9398,control,0.00
1733,control,0.00
6870,control,0.00
1028,control,0.00
5225,variant,0.00
1344,control,0.00
7738,variant,0.00
5284,control,0.00
6865,variant,0.00
7662,control,0.00
8349,variant,0.00
5801,variant,0.00
5509,variant,0.00
4185,control,0.00
9998,control,0.00
7854,variant,0.00
2662,control,0.00
9408,variant,0.00
3302,variant,0.00
8783,control,0.00
3652,variant,0.00
1482,variant,0.00
3685,variant,0.00
8609,control,0.00
4619,variant,0.00
1890,variant,0.00
5172,variant,0.00
4699,control,0.00
7882,variant,0.00
8921,variant,0.00
7134,control,0.00
1252,control,0.00
528,variant,0.00
64,variant,0.00
6563,control,0.00
1585,variant,0.00
1817,variant,0.00
8327,variant,0.00
3229,control,0.00
9900,control,0.00
4231,control,0.00
9075,control,0.00
1396,control,0.00
2252,control,0.00
1832,control,0.00
9684,control,0.00
1432,variant,0.00
155,variant,0.00
2512,variant,0.00
2703,control,0.00
4704,control,0.00
5726,control,0.00
7524,variant,0.00
2875,variant,0.00
4810,control,0.00
2464,variant,0.00
8310,control,0.00
6022,control,0.00
3780,control,0.00
3127,control,0.00
3289,variant,0.00
661,variant,0.00
1056,variant,0.00
1532,control,0.00
4264,variant,0.00
9052,control,0.00
2545,variant,0.00
8002,control,0.00
3840,variant,0.00
8175,variant,16558.00
7144,variant,0.00
3253,variant,0.00
4194,control,0.00
8358,variant,0.00
2370,control,0.00
8173,control,0.00
9789,control,0.00
9397,variant,0.00
9280,variant,0.00
4651,control,0.00
4360,variant,0.00
8799,variant,0.00
4885,variant,0.00
2961,control,0.00
5864,variant,0.00
9643,control,0.00
2868,control,0.00
1593,control,0.00
3347,control,0.00
4004,control,0.00
1339,variant,0.00
4831,variant,0.00
3231,control,0.00
4504,control,0.00
1299,control,0.00
3608,control,0.00
9545,variant,0.00
8185,variant,0.00
5350,control,31868.00
6063,control,0.00
9924,control,0.00
2872,control,0.00
7832,control,0.00
3844,control,0.00
3743,variant,0.00
114,variant,0.00
13,control,0.00
3593,control,0.00
6322,control,0.00
7407,variant,0.00
6403,variant,0.00
7127,variant,0.00
7661,variant,0.00
9223,variant,0.00
8711,variant,0.00
7794,control,0.00
4949,variant,0.00
6098,control,0.00
5518,variant,0.00
9391,variant,0.00
2788,control,0.00
4372,control,0.00
6180,variant,0.00
7789,control,0.00
859,variant,0.00
2459,variant,0.00
7967,control,0.00
849,control,0.00
4414,control,0.00
9904,control,0.00
9735,control,0.00
2687,control,0.00
6960,variant,0.00
2655,control,0.00
8377,variant,0.00
2932,variant,0.00
7347,control,0.00
5160,control,0.00
4833,variant,0.00
4436,control,0.00
6384,variant,0.00
1332,variant,0.00
8834,variant,0.00
9568,control,0.00
2700,variant,0.00
7355,control,0.00
5257,variant,0.00
1101,control,0.00
7548,control,0.00
4418,variant,0.00
2675,control,0.00
3120,variant,0.00
8784,variant,0.00
2779,variant,0.00
3653,variant,0.00
1440,control,0.00
5004,control,0.00
6613,variant,0.00
1137,variant,0.00
7524,control,0.00
9315,variant,0.00
1917,variant,0.00
7851,variant,0.00
3581,control,0.00
6193,control,0.00
4446,control,0.00
128,variant,0.00
6976,control,0.00
8344,variant,0.00
6919,control,0.00
2981,variant,0.00
7373,control,0.00
2105,variant,0.00
850,control,0.00
4858,variant,0.00
807,control,0.00
6713,control,0.00
6317,variant,0.00
893,control,0.00
203,control,0.00
7530,control,0.00
596,variant,0.00
898,control,0.00
203,variant,0.00
4096,control,0.00
2725,variant,0.00
4015,control,0.00
2456,control,0.00
3539,variant,0.00
3510,control,0.00
5209,variant,0.00
4156,control,0.00
4400,variant,0.00
9881,control,0.00
7255,control,0.00
7199,control,0.00
6762,control,0.00
5316,variant,0.00
5034,variant,0.00
4143,control,0.00
3291,control,0.00
252,variant,0.00
9058,variant,0.00
7742,variant,0.00
8476,variant,0.00
1758,control,0.00
9492,variant,0.00
6445,variant,27454.00
1276,variant,0.00
9287,variant,0.00
2219,control,0.00
8707,control,0.00
9135,variant,0.00
9228,variant,0.00
1488,variant,0.00
48,variant,0.00
1701,variant,0.00
5274,variant,0.00
5530,control,0.00
3722,variant,0.00
3626,variant,0.00
4985,variant,0.00
4441,control,0.00
5051,control,0.00
6394,variant,0.00
6827,control,0.00
8186,control,0.00
924,variant,0.00
3958,variant,0.00
7443,variant,0.00
8692,control,0.00
8518,control,0.00
6572,control,0.00
9140,variant,0.00
496,control,0.00
7197,variant,0.00
2629,variant,0.00
7807,variant,0.00
4788,variant,0.00
582,control,0.00
8375,control,0.00
1891,variant,0.00
9166,control,0.00
8496,variant,0.00
3928,control,0.00
956,variant,0.00
2973,variant,0.00
2560,control,0.00
3121,variant,0.00
3246,variant,0.00
2644,variant,0.00
6390,variant,0.00
1358,variant,0.00
79,variant,0.00
8962,variant,0.00
1996,control,0.00
4540,control,0.00
1426,variant,0.00
7290,control,0.00
8413,variant,0.00
7721,control,0.00
2795,control,0.00
5099,variant,0.00
6625,variant,0.00
3415,control,0.00
4025,variant,0.00
1513,control,0.00
8497,control,0.00
3402,control,0.00
6387,variant,0.00
2430,control,0.00
9484,control,0.00
9423,variant,0.00
2538,control,0.00
8396,control,0.00
1615,variant,0.00
4150,control,0.00
6591,variant,0.00
9895,variant,0.00
6957,control,0.00
8364,control,0.00
2856,control,0.00
9474,control,0.00
4824,variant,0.00
4987,variant,0.00
8433,control,0.00
6081,control,0.00
147,variant,0.00
9625,variant,0.00
5288,variant,0.00
1266,control,0.00
1021,control,0.00
2460,variant,0.00
1271,control,0.00
5452,variant,0.00
2257,control,0.00
4477,control,0.00
7716,variant,0.00
4950,control,0.00
4904,variant,0.00
3793,variant,0.00
1895,variant,0.00
9387,control,0.00
4010,variant,0.00
9553,variant,0.00
6794,variant,0.00
4247,variant,0.00
2344,control,0.00
226,control,0.00
1665,variant,0.00
9040,variant,0.00
6414,variant,0.00
5764,control,0.00
320,variant,0.00
9563,control,0.00
5935,control,0.00
4900,control,0.00
9518,variant,0.00
679,control,0.00
1083,variant,0.00
742,control,0.00
9600,control,0.00
8687,control,0.00
8489,variant,0.00
681,variant,0.00
2176,variant,0.00
5712,variant,0.00
1027,control,0.00
1250,variant,0.00
6725,variant,0.00
2206,variant,0.00
7739,control,0.00
8199,control,0.00
7951,variant,0.00
219,control,0.00
3602,variant,0.00
5533,control,0.00
619,variant,0.00
7358,control,17.87
9709,variant,0.00
9486,control,0.00
8180,variant,0.00
3486,control,0.00
2909,variant,0.00
8253,control,0.00
6686,variant,0.00
8698,control,0.00
1581,control,0.00
9926,control,0.00
2252,variant,0.00
7026,control,0.00
6432,control,0.00
2710,variant,0.00
8962,control,0.00
345,variant,0.00
3301,variant,0.00
8424,control,0.00
763,variant,0.00
5490,variant,0.00
8078,variant,0.00
9626,control,0.00
7269,variant,0.00
2258,variant,0.00
111,variant,0.00
9970,variant,0.00
4654,variant,0.00
5095,variant,0.00
8650,control,0.00
6908,variant,0.00
3053,variant,0.00
9582,control,0.00
7975,control,0.00
3404,variant,0.00
5612,control,0.00
8929,control,0.00
2933,variant,0.00
5883,variant,0.00
4844,variant,0.00
4967,variant,0.00
2068,variant,0.00
4016,variant,0.00
1563,variant,0.00
1422,control,0.00
9799,control,0.00
6170,variant,0.00
4060,variant,0.00
4110,control,0.00
3342,control,196.01
8300,control,0.00
4173,variant,0.00
5089,variant,0.00
9873,variant,0.00
9605,control,0.00
9573,control,0.00
2310,variant,0.00
1790,control,0.00
1164,control,0.00
4506,control,0.00
9327,variant,0.00
6132,control,0.00
1368,control,0.00
947,control,0.00
4945,control,0.00
6788,control,0.00
3506,variant,0.00
1618,variant,0.00
2666,control,0.00
2155,control,0.00
4927,variant,0.00
6167,variant,0.00
3388,control,0.00
9284,control,0.00
5070,control,0.00
1384,control,0.00
922,variant,0.00
9177,variant,0.00
2293,variant,0.00
7416,control,0.00
1773,control,36100.00
5905,variant,0.00
2954,variant,0.00
2638,control,0.00
7996,control,0.00
8787,control,0.00
1144,control,0.00
5879,control,0.00
6551,variant,0.00
6100,control,0.00
6222,variant,0.00
